,Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
24030,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Fiji,FJI,,0.666666666666667
24031,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gabon,GAB,,0.5
24032,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gambia,GMB,,0.2
24033,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Ghana,GHA,,0.162790697674419
24034,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kiribati,KIR,,1.0
24035,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Grenada,GRD,,1.0
24036,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Guyana,GUY,,1.0
24037,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,India,IND,,0.150707070707071
24038,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Jamaica,JAM,,0.4
24039,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kenya,KEN,,0.156133828996283
24040,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lesotho,LSO,,0.333333333333333
24041,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malawi,MWI,,0.181818181818182
24042,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malaysia,MYS,,0.231182795698925
24043,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Maldives,MDV,,1.0
24044,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malta,MLT,,0.4
24045,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mauritius,MUS,,0.416666666666667
24046,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mozambique,MOZ,,0.148148148148148
24047,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Namibia,NAM,,0.666666666666667
24048,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nauru,NRU,,1.0
24049,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Vanuatu,VUT,,0.5
24050,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,New Zealand,NZL,,0.242424242424242
24051,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nigeria,NGA,,0.145973154362416
24052,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pakistan,PAK,,0.144444444444444
24053,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Papua New Guinea,PNG,,0.244897959183673
24054,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Rwanda,RWA,,0.166666666666667
24055,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Kitts and Nevis,KNA,,1.0
24056,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Lucia,LCA,,1.0
24057,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Vincent and the Grenadines,VCT,,1.0
24058,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Seychelles,SYC,,1.0
24059,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sierra Leone,SLE,,0.15
24060,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Singapore,SGP,,0.225
24061,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,South Africa,ZAF,,0.183391003460208
24062,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Eswatini,SWZ,,0.5
24063,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Togo,TGO,,0.142857142857143
24064,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tonga,TON,,1.0
24065,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Trinidad and Tobago,TTO,,0.315789473684211
24066,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tuvalu,TUV,,1.0
24067,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Uganda,UGA,,0.1484375
24068,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Kingdom,GBR,,0.207471647765177
24069,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Republic of Tanzania,TZA,,0.141552511415525
24070,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Samoa,WSM,,1.0
24071,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Zambia,ZMB,,0.236363636363636
24072,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Commonwealth,,,0.37309114290307
24076,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lower-middle income,,,0.348423194303154
24077,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Upper-middle income,,,0.412903225806452
24079,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Carribean and Americas,,,0.457603844833505
24080,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pacific,,,0.443084455324357
24081,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Asia,,,0.367192429022082
24082,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Africa,,,0.356655290102389
24083,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Europe,,,0.433697020562316
24084,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Antigua and Barbuda,ATG,,1.0
24085,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Australia,AUS,,0.459701492537313
24086,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bahamas,BHS,,1.0
24087,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bangladesh,BGD,,0.358490566037736
24088,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Barbados,BRB,,1.0
24089,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Botswana,BWA,,1.0
24090,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Belize,BLZ,,1.0
24091,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Solomon Islands,SLB,,0.75
24092,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Brunei Darussalam,BRN,,1.0
24093,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cameroon,CMR,,0.421052631578947
24094,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Canada,CAN,,0.458852005532503
24095,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sri Lanka,LKA,,0.385964912280702
24096,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cyprus,CYP,,0.608695652173913
24097,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Dominica,DMA,,1.0
24098,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Fiji,FJI,,1.0
24099,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gabon,GAB,,1.0
24100,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gambia,GMB,,0.318181818181818
24101,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Ghana,GHA,,0.428571428571429
24102,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kiribati,KIR,,1.0
24103,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Grenada,GRD,,1.0
24104,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Guyana,GUY,,1.0
24105,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,India,IND,,0.367521367521368
24106,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Jamaica,JAM,,0.714285714285714
24107,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Kenya,KEN,,0.439024390243902
24108,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lesotho,LSO,,0.5
24109,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malawi,MWI,,0.3
24110,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malaysia,MYS,,0.75
24111,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Maldives,MDV,,1.0
24112,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Malta,MLT,,0.666666666666667
24113,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mauritius,MUS,,1.0
24114,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Mozambique,MOZ,,0.333333333333333
24115,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Namibia,NAM,,1.0
24116,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nauru,NRU,,1.0
24117,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Vanuatu,VUT,,1.0
24118,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,New Zealand,NZL,,0.512396694214876
24119,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Nigeria,NGA,,0.347266881028939
24120,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pakistan,PAK,,0.366101694915254
24121,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Papua New Guinea,PNG,,0.4375
24122,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Rwanda,RWA,,0.307692307692308
24123,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Kitts and Nevis,KNA,,1.0
24124,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Lucia,LCA,,1.0
24125,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Saint Vincent and the Grenadines,VCT,,1.0
24126,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Seychelles,SYC,,1.0
24127,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sierra Leone,SLE,,0.25
24128,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Singapore,SGP,,0.833333333333333
24129,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,South Africa,ZAF,,0.459016393442623
24130,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Eswatini,SWZ,,1.0
24131,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Togo,TGO,,0.333333333333333
24132,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tonga,TON,,1.0
24133,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Trinidad and Tobago,TTO,,0.714285714285714
24134,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Tuvalu,TUV,,1.0
24135,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Uganda,UGA,,0.3
24136,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Kingdom,GBR,,0.434090909090909
24137,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,United Republic of Tanzania,TZA,,0.256198347107438
24138,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Samoa,WSM,,1.0
24139,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Zambia,ZMB,,0.6
24140,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Commonwealth,,,0.84822865377687
24144,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Lower-middle income,,,0.843264854748841
24145,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Upper-middle income,,,0.915829270719331
24147,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Carribean and Americas,,,0.950703512501265
24148,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Pacific,,,0.936234292242185
24149,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Asia,,,0.863744545815153
24150,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Africa,,,0.771744262914345
24151,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Europe,,,0.945782807868499
24152,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Antigua and Barbuda,ATG,,1.0
24153,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Australia,AUS,,0.951158173395103
24154,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bahamas,BHS,,1.0
24155,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Bangladesh,BGD,,0.867426942266572
24156,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Barbados,BRB,,1.0
24157,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Botswana,BWA,,0.932584269662921
24158,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Belize,BLZ,,1.0
24159,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Solomon Islands,SLB,,0.883720930232558
24160,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Brunei Darussalam,BRN,,1.0
24161,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cameroon,CMR,,0.746031746031746
24162,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Canada,CAN,,0.953269047366748
24163,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Sri Lanka,LKA,,0.867193675889328
24164,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Cyprus,CYP,,0.966417910447761
24165,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Dominica,DMA,,1.0
24166,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Fiji,FJI,,0.945606694560669
24167,Outputs,Personal healthcare services,Access to imaging services,Upper Bound,Gabon,GAB,,0.952380952380952
